"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"US000","1","6222","16","0","2026","1","",4,5720,5690,5696,162168059,0,0,2188,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-391,-6.4,-369,-6.1,-335,-5.6,-3469931,-2.1,0,0.0,0,0.0,88,4.2
"US000","1","62221","17","0","2026","1","",4,5720,5690,5696,162168059,0,0,2188,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-391,-6.4,-369,-6.1,-335,-5.6,-3469931,-2.1,0,0.0,0,0.0,88,4.2
"US000","1","622210","18","0","2026","1","",4,5720,5690,5696,162168059,0,0,2188,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-391,-6.4,-369,-6.1,-335,-5.6,-3469931,-2.1,0,0.0,0,0.0,88,4.2
"US000","1","6223","16","0","2026","1","",2,1004,974,995,30936546,0,0,2401,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-33.3,-81,-7.5,-104,-9.6,-94,-8.6,-2249204,-6.8,0,0.0,0,0.0,46,2.0
"US000","1","62231","17","0","2026","1","",2,1004,974,995,30936546,0,0,2401,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-33.3,-81,-7.5,-104,-9.6,-94,-8.6,-2249204,-6.8,0,0.0,0,0.0,46,2.0
"US000","1","622310","18","0","2026","1","",2,1004,974,995,30936546,0,0,2401,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-33.3,-81,-7.5,-104,-9.6,-94,-8.6,-2249204,-6.8,0,0.0,0,0.0,46,2.0
"US000","1","623","15","0","2026","1","",9,1361,1350,1346,32236974,0,0,1834,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-99,-6.8,-96,-6.6,-101,-7.0,-1660043,-4.9,0,0.0,0,0.0,37,2.1
"US000","1","6231","16","0","2026","1","",5,276,273,273,4410100,0,0,1238,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-10,-3.5,-9,-3.2,-15,-5.2,-1153204,-20.7,0,0.0,0,0.0,-262,-17.5
"US000","1","62311","17","0","2026","1","",5,276,273,273,4410100,0,0,1238,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-10,-3.5,-9,-3.2,-15,-5.2,-1153204,-20.7,0,0.0,0,0.0,-262,-17.5
"US000","1","623110","18","0","2026","1","",5,276,273,273,4410100,0,0,1238,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-10,-3.5,-9,-3.2,-15,-5.2,-1153204,-20.7,0,0.0,0,0.0,-262,-17.5
"US000","1","6233","16","0","2026","1","",4,1085,1077,1073,27826874,0,0,1985,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-89,-7.6,-87,-7.5,-86,-7.4,-506839,-1.8,0,0.0,0,0.0,115,6.1
"US000","1","62331","17","0","2026","1","",4,1085,1077,1073,27826874,0,0,1985,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-89,-7.6,-87,-7.5,-86,-7.4,-506839,-1.8,0,0.0,0,0.0,115,6.1
"US000","1","623311","18","0","2026","1","",3,1062,1053,1050,27447485,0,0,2001,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-86,-7.5,-86,-7.6,-84,-7.4,-503066,-1.8,0,0.0,0,0.0,116,6.2
"US000","1","623312","18","0","2026","1","",1,23,24,23,379389,0,0,1251,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3,-11.5,-1,-4.0,-2,-8.0,-3773,-1.0,0,0.0,0,0.0,88,7.6
"US000","1","624","15","0","2026","1","",358,16025,16036,16010,189830682,0,0,911,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",11,3.2,-735,-4.4,-684,-4.1,-506,-3.1,3991707,2.1,0,0.0,0,0.0,53,6.2
"US000","1","6241","16","0","2026","1","",145,3035,3026,2990,38845080,0,0,990,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",6,4.3,-81,-2.6,-75,-2.4,-82,-2.7,-124675,-0.3,0,0.0,0,0.0,22,2.3
"US000","1","62411","17","0","2026","1","",46,1545,1585,1536,15818792,0,0,782,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,2.2,32,2.1,86,5.7,41,2.7,501017,3.3,0,0.0,0,0.0,-2,-0.3
"US000","1","624110","18","0","2026","1","",46,1545,1585,1536,15818792,0,0,782,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,2.2,32,2.1,86,5.7,41,2.7,501017,3.3,0,0.0,0,0.0,-2,-0.3
"US000","1","62412","17","0","2026","1","",33,172,163,173,5420147,0,0,2462,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,10.0,-126,-42.3,-137,-45.7,-121,-41.2,-1508990,-21.8,0,0.0,0,0.0,669,37.3
"US000","1","624120","18","0","2026","1","",33,172,163,173,5420147,0,0,2462,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,10.0,-126,-42.3,-137,-45.7,-121,-41.2,-1508990,-21.8,0,0.0,0,0.0,669,37.3
"US000","1","62419","17","0","2026","1","",66,1318,1278,1281,17606141,0,0,1048,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,3.1,13,1.0,-24,-1.8,-2,-0.2,883298,5.3,0,0.0,0,0.0,56,5.6
"US000","1","624190","18","0","2026","1","",66,1318,1278,1281,17606141,0,0,1048,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,3.1,13,1.0,-24,-1.8,-2,-0.2,883298,5.3,0,0.0,0,0.0,56,5.6
"US000","1","6242","16","0","2026","1","",12,214,221,218,1855682,0,0,656,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-1.8,2,0.9,5,2.3,192021,11.5,0,0.0,0,0.0,65,11.0
"US000","1","62421","17","0","2026","1","",9,137,143,142,1114305,0,0,609,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,3,2.2,8,5.9,8,6.0,148542,15.4,0,0.0,0,0.0,56,10.1
"US000","1","624210","18","0","2026","1","",9,137,143,142,1114305,0,0,609,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,3,2.2,8,5.9,8,6.0,148542,15.4,0,0.0,0,0.0,56,10.1
"US000","1","62422","17","0","2026","1","",3,77,78,76,741377,0,0,741,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-7,-8.3,-6,-7.1,-3,-3.8,43479,6.2,0,0.0,0,0.0,89,13.7
"US000","1","624221","18","0","2026","1","",3,77,78,76,741377,0,0,741,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-7,-8.3,-6,-7.1,-3,-3.8,43479,6.2,0,0.0,0,0.0,89,13.7
"US000","1","6243","16","0","2026","1","",73,1872,1861,1829,44723754,0,0,1856,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",5,7.4,-509,-21.4,-484,-20.6,-513,-21.9,-4074005,-8.3,0,0.0,0,0.0,263,16.5
"US000","1","62431","17","0","2026","1","",73,1872,1861,1829,44723754,0,0,1856,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",5,7.4,-509,-21.4,-484,-20.6,-513,-21.9,-4074005,-8.3,0,0.0,0,0.0,263,16.5
"US000","1","624310","18","0","2026","1","",73,1872,1861,1829,44723754,0,0,1856,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",5,7.4,-509,-21.4,-484,-20.6,-513,-21.9,-4074005,-8.3,0,0.0,0,0.0,263,16.5
"US000","1","6244","16","0","2026","1","",128,10904,10928,10973,104406166,0,0,734,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-141,-1.3,-127,-1.1,84,0.8,7998366,8.3,0,0.0,0,0.0,60,8.9
"US000","1","62441","17","0","2026","1","",128,10904,10928,10973,104406166,0,0,734,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-141,-1.3,-127,-1.1,84,0.8,7998366,8.3,0,0.0,0,0.0,60,8.9
"US000","1","624410","18","0","2026","1","",128,10904,10928,10973,104406166,0,0,734,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-141,-1.3,-127,-1.1,84,0.8,7998366,8.3,0,0.0,0,0.0,60,8.9
"US000","1","71","14","0","2026","1","",1045,33810,33641,33712,640471533,0,0,1461,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-5,-0.5,-3151,-8.5,-3502,-9.4,-3555,-9.5,3855,0.0,0,0.0,0,0.0,134,10.1
"US000","1","711","15","0","2026","1","",7,1160,1138,1146,29148246,0,0,1953,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-12.5,83,7.7,-211,-15.6,132,13.0,5385539,22.7,0,0.0,0,0.0,359,22.5
"US000","1","7111","16","0","2026","1","",4,1102,1082,1089,27456312,0,0,1936,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-20.0,86,8.5,-209,-16.2,137,14.4,5321886,24.0,0,0.0,0,0.0,369,23.5
"US000","1","71111","17","0","2026","1","",4,1102,1082,1089,27456312,0,0,1936,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-20.0,86,8.5,-209,-16.2,137,14.4,5321886,24.0,0,0.0,0,0.0,369,23.5
"US000","1","711110","18","0","2026","1","",4,1102,1082,1089,27456312,0,0,1936,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-20.0,86,8.5,-209,-16.2,137,14.4,5321886,24.0,0,0.0,0,0.0,369,23.5
"US000","1","7112","16","0","2026","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"US000","1","71121","17","0","2026","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"US000","1","711219","18","0","2026","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"US000","1","7113","16","0","2026","1","",2,58,56,57,1691934,0,0,2283,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3,-4.9,-2,-3.4,-5,-8.1,63653,3.9,0,0.0,0,0.0,207,10.0
"US000","1","71131","17","0","2026","1","",1,51,49,51,1580779,0,0,2416,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-2,-3.8,-1,-2.0,-3,-5.6,56360,3.7,0,0.0,0,0.0,175,7.8
"US000","1","711310","18","0","2026","1","",1,51,49,51,1580779,0,0,2416,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-2,-3.8,-1,-2.0,-3,-5.6,56360,3.7,0,0.0,0,0.0,175,7.8
"US000","1","71132","17","0","2026","1","",1,7,7,6,111155,0,0,1283,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-12.5,-1,-12.5,-2,-25.0,7293,7.0,0,0.0,0,0.0,284,28.4
"US000","1","711320","18","0","2026","1","",1,7,7,6,111155,0,0,1283,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-12.5,-1,-12.5,-2,-25.0,7293,7.0,0,0.0,0,0.0,284,28.4
"US000","1","712","15","0","2026","1","",499,18088,17756,18114,466820898,0,0,1997,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-4,-0.8,-3099,-14.6,-3205,-15.3,-3218,-15.1,-16849838,-3.5,0,0.0,0,0.0,239,13.6
"US000","1","7121","16","0","2026","1","",499,18088,17756,18114,466820898,0,0,1997,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-4,-0.8,-3099,-14.6,-3205,-15.3,-3218,-15.1,-16849838,-3.5,0,0.0,0,0.0,239,13.6
"US000","1","71211","17","0","2026","1","",52,5921,5835,5852,176652017,0,0,2315,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,2.0,-143,-2.4,-201,-3.3,-206,-3.4,1433011,0.8,0,0.0,0,0.0,88,4.0
"US000","1","712110","18","0","2026","1","",52,5921,5835,5852,176652017,0,0,2315,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,2.0,-143,-2.4,-201,-3.3,-206,-3.4,1433011,0.8,0,0.0,0,0.0,88,4.0
"US000","1","71212","17","0","2026","1","",28,416,409,412,10901559,0,0,2034,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-70,-14.4,-67,-14.1,-72,-14.9,182790,1.7,0,0.0,0,0.0,323,18.9
"US000","1","712120","18","0","2026","1","",28,416,409,412,10901559,0,0,2034,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-70,-14.4,-67,-14.1,-72,-14.9,182790,1.7,0,0.0,0,0.0,323,18.9
"US000","1","71219","17","0","2026","1","",419,11751,11512,11850,279267322,0,0,1835,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-5,-1.2,-2886,-19.7,-2937,-20.3,-2940,-19.9,-18465639,-6.2,0,0.0,0,0.0,269,17.2
"US000","1","712190","18","0","2026","1","",419,11751,11512,11850,279267322,0,0,1835,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-5,-1.2,-2886,-19.7,-2937,-20.3,-2940,-19.9,-18465639,-6.2,0,0.0,0,0.0,269,17.2
"US000","1","713","15","0","2026","1","",539,14562,14747,14452,144502389,0,0,762,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-135,-0.9,-86,-0.6,-469,-3.1,11468154,8.6,0,0.0,0,0.0,71,10.3
"US000","1","7131","16","0","2026","1","",1,6,6,6,97782,0,0,1254,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,20.0,1,20.0,1,20.0,16350,20.1,0,0.0,0,0.0,1,0.1
"US000","1","71312","17","0","2026","1","",1,6,6,6,97782,0,0,1254,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,20.0,1,20.0,1,20.0,16350,20.1,0,0.0,0,0.0,1,0.1
"US000","1","713120","18","0","2026","1","",1,6,6,6,97782,0,0,1254,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,20.0,1,20.0,1,20.0,16350,20.1,0,0.0,0,0.0,1,0.1
"US000","1","7132","16","0","2026","1","",6,111,111,108,1473982,0,0,1031,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-33,-22.9,-32,-22.4,-32,-22.9,13795,0.9,0,0.0,0,0.0,242,30.7
"US000","1","71329","17","0","2026","1","",6,111,111,108,1473982,0,0,1031,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-33,-22.9,-32,-22.4,-32,-22.9,13795,0.9,0,0.0,0,0.0,242,30.7
"US000","1","713290","18","0","2026","1","",6,111,111,108,1473982,0,0,1031,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-33,-22.9,-32,-22.4,-32,-22.9,13795,0.9,0,0.0,0,0.0,242,30.7
"US000","1","7139","16","0","2026","1","",532,14445,14630,14338,142930625,0,0,760,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-103,-0.7,-55,-0.4,-438,-3.0,11438009,8.7,0,0.0,0,0.0,70,10.1
"US000","1","71391","17","0","2026","1","",70,1420,1299,1421,12159700,0,0,678,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-1.4,103,7.8,-75,-5.5,-48,-3.3,1046922,9.4,0,0.0,0,0.0,62,10.1
"US000","1","713910","18","0","2026","1","",70,1420,1299,1421,12159700,0,0,678,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-1.4,103,7.8,-75,-5.5,-48,-3.3,1046922,9.4,0,0.0,0,0.0,62,10.1
"US000","1","71393","17","0","2026","1","",11,30,32,33,319495,0,0,776,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,10.0,3,11.1,5,18.5,7,26.9,64974,25.5,0,0.0,0,0.0,42,5.7
"US000","1","713930","18","0","2026","1","",11,30,32,33,319495,0,0,776,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,10.0,3,11.1,5,18.5,7,26.9,64974,25.5,0,0.0,0,0.0,42,5.7
"US000","1","71394","17","0","2026","1","",161,5623,5602,5562,60319405,0,0,829,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-227,-3.9,-261,-4.5,-293,-5.0,3756751,6.6,0,0.0,0,0.0,86,11.6
"US000","1","713940","18","0","2026","1","",161,5623,5602,5562,60319405,0,0,829,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-227,-3.9,-261,-4.5,-293,-5.0,3756751,6.6,0,0.0,0,0.0,86,11.6
"US000","1","71395","17","0","2026","1","",94,1074,1074,1083,8316909,0,0,594,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,1.1,-96,-8.2,-100,-8.5,-81,-7.0,115701,1.4,0,0.0,0,0.0,54,10.0
"US000","1","713950","18","0","2026","1","",94,1074,1074,1083,8316909,0,0,594,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,1.1,-96,-8.2,-100,-8.5,-81,-7.0,115701,1.4,0,0.0,0,0.0,54,10.0
"US000","1","71399","17","0","2026","1","",196,6298,6623,6239,61815116,0,0,745,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-0.5,114,1.8,376,6.0,-23,-0.4,6453661,11.7,0,0.0,0,0.0,62,9.1
"US000","1","713990","18","0","2026","1","",196,6298,6623,6239,61815116,0,0,745,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-0.5,114,1.8,376,6.0,-23,-0.4,6453661,11.7,0,0.0,0,0.0,62,9.1
"US000","1","72","14","0","2026","1","",374,8124,8155,8169,80052724,0,0,756,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-0.3,-74,-0.9,-147,-1.8,-120,-1.4,7019604,9.6,0,0.0,0,0.0,76,11.2
"US000","1","721","15","0","2026","1","",193,4990,4967,4957,54009334,0,0,836,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-5,-2.5,6,0.1,-23,-0.5,-28,-0.6,4861014,9.9,0,0.0,0,0.0,78,10.3
"US000","1","7211","16","0","2026","1","",115,3224,3200,3205,37217594,0,0,892,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-111,-3.3,-118,-3.6,-93,-2.8,2447098,7.0,0,0.0,0,0.0,86,10.7
"US000","1","72111","17","0","2026","1","",42,1262,1254,1266,19362910,0,0,1181,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-41,-3.1,-47,-3.6,-26,-2.0,1701574,9.6,0,0.0,0,0.0,135,12.9
"US000","1","721110","18","0","2026","1","",42,1262,1254,1266,19362910,0,0,1181,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-41,-3.1,-47,-3.6,-26,-2.0,1701574,9.6,0,0.0,0,0.0,135,12.9
"US000","1","72119","17","0","2026","1","",73,1962,1946,1939,17854684,0,0,705,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-70,-3.4,-71,-3.5,-67,-3.3,745524,4.4,0,0.0,0,0.0,53,8.1
"US000","1","721199","18","0","2026","1","",73,1962,1946,1939,17854684,0,0,705,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-70,-3.4,-71,-3.5,-67,-3.3,745524,4.4,0,0.0,0,0.0,53,8.1
"US000","1","7212","16","0","2026","1","",57,206,211,204,1923590,0,0,715,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-4,-6.6,-2,-1.0,0,0.0,1,0.5,237922,14.1,0,0.0,0,0.0,90,14.4
"US000","1","72121","17","0","2026","1","",57,206,211,204,1923590,0,0,715,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-4,-6.6,-2,-1.0,0,0.0,1,0.5,237922,14.1,0,0.0,0,0.0,90,14.4
"US000","1","721211","18","0","2026","1","",57,206,211,204,1923590,0,0,715,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-4,-6.6,-2,-1.0,0,0.0,1,0.5,237922,14.1,0,0.0,0,0.0,90,14.4
"US000","1","7213","16","0","2026","1","",21,1560,1556,1548,14868150,0,0,736,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-4.5,119,8.3,95,6.5,64,4.3,2175994,17.1,0,0.0,0,0.0,68,10.2
"US000","1","72131","17","0","2026","1","",21,1560,1556,1548,14868150,0,0,736,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-4.5,119,8.3,95,6.5,64,4.3,2175994,17.1,0,0.0,0,0.0,68,10.2
"US000","1","721310","18","0","2026","1","",21,1560,1556,1548,14868150,0,0,736,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-4.5,119,8.3,95,6.5,64,4.3,2175994,17.1,0,0.0,0,0.0,68,10.2
"US000","1","722","15","0","2026","1","",181,3134,3188,3212,26043390,0,0,630,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",4,2.3,-80,-2.5,-124,-3.7,-92,-2.8,2158590,9.0,0,0.0,0,0.0,69,12.3
"US000","1","7223","16","0","2026","1","",9,473,467,452,5330361,0,0,884,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,12.5,19,4.2,18,4.0,2,0.4,935345,21.3,0,0.0,0,0.0,134,17.9
"US000","1","72231","17","0","2026","1","",6,461,454,440,5211084,0,0,887,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,17,3.8,13,2.9,-2,-0.5,887009,20.5,0,0.0,0,0.0,135,18.0
"US000","1","722310","18","0","2026","1","",6,461,454,440,5211084,0,0,887,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,17,3.8,13,2.9,-2,-0.5,887009,20.5,0,0.0,0,0.0,135,18.0
"US000","1","72232","17","0","2026","1","",1,0,1,1,4004,0,0,462,"",1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","722320","18","0","2026","1","",1,0,1,1,4004,0,0,462,"",1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","72233","17","0","2026","1","",2,12,12,11,115273,0,0,760,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,2,20.0,4,50.0,3,37.5,44332,62.5,0,0.0,0,0.0,130,20.6
"US000","1","722330","18","0","2026","1","",2,12,12,11,115273,0,0,760,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,2,20.0,4,50.0,3,37.5,44332,62.5,0,0.0,0,0.0,130,20.6
"US000","1","7224","16","0","2026","1","",7,16,18,18,151110,0,0,671,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-6,-27.3,-2,-10.0,-4,-18.2,4511,3.1,0,0.0,0,0.0,142,26.8
"US000","1","72241","17","0","2026","1","",7,16,18,18,151110,0,0,671,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-6,-27.3,-2,-10.0,-4,-18.2,4511,3.1,0,0.0,0,0.0,142,26.8
"US000","1","722410","18","0","2026","1","",7,16,18,18,151110,0,0,671,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-6,-27.3,-2,-10.0,-4,-18.2,4511,3.1,0,0.0,0,0.0,142,26.8
"US000","1","7225","16","0","2026","1","",165,2645,2703,2742,20561919,0,0,587,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,1.9,-93,-3.4,-140,-4.9,-90,-3.2,1218734,6.3,0,0.0,0,0.0,56,10.5
"US000","1","72251","17","0","2026","1","",165,2645,2703,2742,20561919,0,0,587,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,1.9,-93,-3.4,-140,-4.9,-90,-3.2,1218734,6.3,0,0.0,0,0.0,56,10.5
"US000","1","722511","18","0","2026","1","",108,1972,2027,2064,15284209,0,0,582,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",5,4.9,-24,-1.2,-61,-2.9,-17,-0.8,1251865,8.9,0,0.0,0,0.0,57,10.9
"US000","1","722513","18","0","2026","1","",12,141,148,148,1406898,0,0,743,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-7.7,-12,-7.8,-7,-4.5,-10,-6.3,147292,11.7,0,0.0,0,0.0,119,19.1
"US000","1","722514","18","0","2026","1","",6,366,360,360,2510597,0,0,533,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-19,-4.9,-35,-8.9,-32,-8.2,-169500,-6.3,0,0.0,0,0.0,5,0.9
"US000","1","722515","18","0","2026","1","",39,166,168,170,1360215,0,0,623,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-2.5,-38,-18.6,-37,-18.0,-31,-15.4,-10923,-0.8,0,0.0,0,0.0,104,20.0
"US000","1","81","14","0","2026","1","",158,3498,3482,3471,69300474,0,0,1530,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-8,-4.8,-1544,-30.6,-1551,-30.8,-1511,-30.3,-17555491,-20.2,0,0.0,0,0.0,199,15.0
"US000","1","811","15","0","2026","1","",40,592,590,596,19489205,0,0,2530,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-2.4,-98,-14.2,-103,-14.9,-94,-13.6,-1322337,-6.4,0,0.0,0,0.0,213,9.2
