"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"US000","2","56142","17","0","2025","A","",10,735,44253487,0,0,1158,60216,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-22,-2.9,-1307852,-2.9,0,0.0,0,0.0,1,0.1,43,0.1
"US000","2","561421","18","0","2025","A","N",1,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561422","18","0","2025","A","N",9,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","5615","16","0","2025","A","",12,174,6843814,0,0,755,39238,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,33.3,-9,-4.9,-1873399,-21.5,0,0.0,0,0.0,-160,-17.5,-8354,-17.6
"US000","2","56159","17","0","2025","A","",12,174,6843814,0,0,755,39238,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,33.3,-9,-4.9,-1873399,-21.5,0,0.0,0,0.0,-160,-17.5,-8354,-17.6
"US000","2","561591","18","0","2025","A","",7,55,2790857,0,0,971,50513,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-3,-5.2,144631,5.5,0,0.0,0,0.0,89,10.1,4625,10.1
"US000","2","561599","18","0","2025","A","",6,119,4052957,0,0,654,34011,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",4,200.0,-7,-5.6,-2018030,-33.2,0,0.0,0,0.0,-276,-29.7,-14363,-29.7
"US000","2","5616","16","0","2025","A","N",16,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",2,14.3,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56161","17","0","2025","A","N",16,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",2,14.3,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561611","18","0","2025","A","N",13,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",2,18.2,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561612","18","0","2025","A","N",3,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","5617","16","0","2025","A","",59,2010,133667921,8348737,16707,1279,66501,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,1.7,-56,-2.7,1970221,1.5,256361,3.2,520,3.2,53,4.3,2753,4.3
"US000","2","56171","17","0","2025","A","N",12,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",-3,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561710","18","0","2025","A","N",12,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",-3,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56172","17","0","2025","A","",40,1082,76753427,0,0,1365,70969,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-90,-7.7,41707,0.1,0,0.0,0,0.0,106,8.4,5487,8.4
"US000","2","561720","18","0","2025","A","",40,1082,76753427,0,0,1365,70969,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-90,-7.7,41707,0.1,0,0.0,0,0.0,106,8.4,5487,8.4
"US000","2","56173","17","0","2025","A","N",5,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",4,400.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561730","18","0","2025","A","N",5,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",4,400.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56179","17","0","2025","A","N",2,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561790","18","0","2025","A","N",2,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","5619","16","0","2025","A","N",16,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",9,128.6,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56192","17","0","2025","A","N",2,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561920","18","0","2025","A","N",2,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56199","17","0","2025","A","N",14,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",9,180.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561990","18","0","2025","A","N",14,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",9,180.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","562","15","0","2025","A","",6,386,30363277,5180212,136680,1511,78593,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-1,-0.3,2172327,7.7,-58887,-1.1,8545,6.7,111,7.9,5811,8.0
"US000","2","5622","16","0","2025","A","",5,368,29217984,4363311,99920,1528,79451,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-1,-0.3,2076399,7.7,-102421,-2.3,6587,7.1,114,8.1,5913,8.0
"US000","2","56221","17","0","2025","A","",5,368,29217984,4363311,99920,1528,79451,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-1,-0.3,2076399,7.7,-102421,-2.3,6587,7.1,114,8.1,5913,8.0
"US000","2","562212","18","0","2025","A","",5,368,29217984,4363311,99920,1528,79451,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-1,-0.3,2076399,7.7,-102421,-2.3,6587,7.1,114,8.1,5913,8.0
"US000","2","5629","16","0","2025","A","",1,19,1145293,816901,36760,1185,61630,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,1,5.6,95928,9.1,43534,5.6,1958,5.6,79,7.1,4131,7.2
"US000","2","56291","17","0","2025","A","",1,19,1145293,816901,36760,1185,61630,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,1,5.6,95928,9.1,43534,5.6,1958,5.6,79,7.1,4131,7.2
"US000","2","562910","18","0","2025","A","",1,19,1145293,816901,36760,1185,61630,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,1,5.6,95928,9.1,43534,5.6,1958,5.6,79,7.1,4131,7.2
"US000","2","61","14","0","2025","A","",8416,2068272,169156797569,4364788196,7861147,1573,81787,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-73,-0.9,24779,1.2,7194016895,4.4,156613760,3.7,486638,6.6,49,3.2,2529,3.2
"US000","2","611","15","0","2025","A","",8416,2068272,169156797569,4364788196,7861147,1573,81787,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-73,-0.9,24779,1.2,7194016895,4.4,156613760,3.7,486638,6.6,49,3.2,2529,3.2
"US000","2","6111","16","0","2025","A","",946,64918,4269912216,158050177,352142,1265,65774,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.4,1204,1.9,326815343,8.3,12595458,8.7,41887,13.5,75,6.3,3886,6.3
"US000","2","61111","17","0","2025","A","",946,64918,4269912216,158050177,352142,1265,65774,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.4,1204,1.9,326815343,8.3,12595458,8.7,41887,13.5,75,6.3,3886,6.3
"US000","2","611110","18","0","2025","A","",946,64918,4269912216,158050177,352142,1265,65774,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.4,1204,1.9,326815343,8.3,12595458,8.7,41887,13.5,75,6.3,3886,6.3
"US000","2","6112","16","0","2025","A","",882,207381,10941108697,730793306,1306679,1015,52758,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.2,2370,1.2,527868924,5.1,50532903,7.4,94038,7.8,38,3.9,1965,3.9
"US000","2","61121","17","0","2025","A","",882,207381,10941108697,730793306,1306679,1015,52758,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.2,2370,1.2,527868924,5.1,50532903,7.4,94038,7.8,38,3.9,1965,3.9
"US000","2","611210","18","0","2025","A","",882,207381,10941108697,730793306,1306679,1015,52758,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.2,2370,1.2,527868924,5.1,50532903,7.4,94038,7.8,38,3.9,1965,3.9
"US000","2","6113","16","0","2025","A","",6214,1780987,153183359285,3464021110,6142533,1654,86010,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-82,-1.3,21441,1.2,6332692508,4.3,92717871,2.8,355352,6.1,49,3.1,2551,3.1
"US000","2","61131","17","0","2025","A","",6214,1780987,153183359285,3464021110,6142533,1654,86010,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-82,-1.3,21441,1.2,6332692508,4.3,92717871,2.8,355352,6.1,49,3.1,2551,3.1
"US000","2","611310","18","0","2025","A","",6214,1780987,153183359285,3464021110,6142533,1654,86010,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-82,-1.3,21441,1.2,6332692508,4.3,92717871,2.8,355352,6.1,49,3.1,2551,3.1
"US000","2","6114","16","0","2025","A","",32,2292,187248255,7000,140,1571,81679,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,23.1,12,0.5,6385285,3.5,0,0.0,0,0.0,46,3.0,2356,3.0
"US000","2","61143","17","0","2025","A","",32,2292,187248255,7000,140,1571,81679,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,23.1,12,0.5,6385285,3.5,0,0.0,0,0.0,46,3.0,2356,3.0
"US000","2","611430","18","0","2025","A","",32,2292,187248255,7000,140,1571,81679,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,23.1,12,0.5,6385285,3.5,0,0.0,0,0.0,46,3.0,2356,3.0
"US000","2","6115","16","0","2025","A","",265,11256,499683394,10581373,31669,854,44394,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-8,-2.9,-294,-2.5,-7902790,-1.6,488581,4.8,-8557,-21.3,9,1.1,447,1.0
"US000","2","61151","17","0","2025","A","",265,11256,499683394,10581373,31669,854,44394,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-8,-2.9,-294,-2.5,-7902790,-1.6,488581,4.8,-8557,-21.3,9,1.1,447,1.0
"US000","2","611512","18","0","2025","A","",2,76,4555508,0,0,1150,59810,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-3,-3.8,-26236,-0.6,0,0.0,0,0.0,41,3.7,2118,3.7
"US000","2","611513","18","0","2025","A","",4,332,16864965,10529455,31588,978,50849,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-4,-1.2,538834,3.3,484970,4.8,-8590,-21.4,45,4.8,2332,4.8
"US000","2","611519","18","0","2025","A","",259,10848,478262921,51918,81,848,44089,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-8,-3.0,-286,-2.6,-8415388,-1.7,3611,7.5,33,68.8,7,0.8,378,0.9
"US000","2","6116","16","0","2025","A","",32,1217,57979813,511519,19650,916,47648,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-5.9,-3,-0.2,1627038,2.9,105370,25.9,3162,19.2,28,3.2,1476,3.2
"US000","2","61161","17","0","2025","A","",4,714,42122092,0,0,1135,59015,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-9,-1.2,650213,1.6,0,0.0,0,0.0,32,2.9,1634,2.8
"US000","2","611610","18","0","2025","A","",4,714,42122092,0,0,1135,59015,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-9,-1.2,650213,1.6,0,0.0,0,0.0,32,2.9,1634,2.8
"US000","2","61162","17","0","2025","A","",2,16,857904,0,0,1010,52525,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-3,-15.8,-123208,-12.6,0,0.0,0,0.0,30,3.1,1558,3.1
"US000","2","611620","18","0","2025","A","",2,16,857904,0,0,1010,52525,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-3,-15.8,-123208,-12.6,0,0.0,0,0.0,30,3.1,1558,3.1
"US000","2","61163","17","0","2025","A","N",1,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","611630","18","0","2025","A","N",1,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","61169","17","0","2025","A","N",25,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",-2,-7.4,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","611691","18","0","2025","A","N",6,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","611699","18","0","2025","A","N",19,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",-2,-9.5,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","6117","16","0","2025","A","",46,222,17505909,823711,8334,1520,79033,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,31.4,50,29.1,6530587,59.5,173577,26.7,756,10.0,290,23.6,15068,23.6
"US000","2","61171","17","0","2025","A","",46,222,17505909,823711,8334,1520,79033,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,31.4,50,29.1,6530587,59.5,173577,26.7,756,10.0,290,23.6,15068,23.6
"US000","2","611710","18","0","2025","A","",46,222,17505909,823711,8334,1520,79033,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,31.4,50,29.1,6530587,59.5,173577,26.7,756,10.0,290,23.6,15068,23.6
"US000","2","62","14","0","2025","A","",6777,711404,63424050168,1006111201,2100627,1714,89153,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,0.0,19874,2.9,4830685610,8.2,107795777,12.0,231328,12.4,85,5.2,4423,5.2
"US000","2","621","15","0","2025","A","",1271,46473,3728876263,105270132,211654,1543,80238,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",89,7.5,4845,11.6,635662179,20.6,3265257,3.2,5250,2.5,114,8.0,5932,8.0
"US000","2","6211","16","0","2025","A","",360,19997,1911528966,21209,318,1838,95591,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",125,53.2,3393,20.4,490319189,34.5,7209,51.5,108,51.4,192,11.7,9995,11.7
"US000","2","62111","17","0","2025","A","",360,19997,1911528966,21209,318,1838,95591,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",125,53.2,3393,20.4,490319189,34.5,7209,51.5,108,51.4,192,11.7,9995,11.7
"US000","2","621111","18","0","2025","A","N",358,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",125,53.6,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","621112","18","0","2025","A","N",3,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","6212","16","0","2025","A","N",4,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","62121","17","0","2025","A","N",4,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","621210","18","0","2025","A","N",4,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","6213","16","0","2025","A","N",32,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",4,14.3,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","62133","17","0","2025","A","N",2,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",-6,-75.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","621330","18","0","2025","A","N",2,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",-6,-75.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","62134","17","0","2025","A","",14,529,38794673,0,0,1410,73336,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",8,133.3,263,98.9,17401159,81.3,0,0.0,0,0.0,-136,-8.8,-7066,-8.8
"US000","2","621340","18","0","2025","A","",14,529,38794673,0,0,1410,73336,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",8,133.3,263,98.9,17401159,81.3,0,0.0,0,0.0,-136,-8.8,-7066,-8.8
"US000","2","62139","17","0","2025","A","N",16,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",2,14.3,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","621391","18","0","2025","A","",1,5,301490,0,0,1104,57427,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","621399","18","0","2025","A","N",15,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",1,7.1,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","6214","16","0","2025","A","",844,24013,1663386434,105189076,210487,1332,69271,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-48,-5.4,992,4.3,111654063,7.2,3814783,3.8,7738,3.8,36,2.8,1867,2.8
"US000","2","62141","17","0","2025","A","",4,96,4821590,0,0,965,50181,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-3,-3.0,-161867,-3.2,0,0.0,0,0.0,-1,-0.1,-30,-0.1
"US000","2","621410","18","0","2025","A","",4,96,4821590,0,0,965,50181,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-3,-3.0,-161867,-3.2,0,0.0,0,0.0,-1,-0.1,-30,-0.1
"US000","2","62142","17","0","2025","A","",495,12900,882709557,105189076,210487,1316,68428,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-43,-8.0,-117,-0.9,19126857,2.2,3814783,3.8,7738,3.8,40,3.1,2085,3.1
"US000","2","621420","18","0","2025","A","",495,12900,882709557,105189076,210487,1316,68428,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-43,-8.0,-117,-0.9,19126857,2.2,3814783,3.8,7738,3.8,40,3.1,2085,3.1
"US000","2","62149","17","0","2025","A","",344,11017,775855287,0,0,1354,70424,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-5,-1.4,1112,11.2,92689073,13.6,0,0.0,0,0.0,28,2.1,1452,2.1
"US000","2","621492","18","0","2025","A","N",7,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","621493","18","0","2025","A","N",21,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",-6,-22.2,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","621498","18","0","2025","A","N",316,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",1,0.3,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","6215","16","0","2025","A","",19,1380,84311942,0,0,1175,61092,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",2,11.8,17,1.2,566300,0.7,0,0.0,0,0.0,-6,-0.5,-335,-0.5
"US000","2","62151","17","0","2025","A","",19,1380,84311942,0,0,1175,61092,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",2,11.8,17,1.2,566300,0.7,0,0.0,0,0.0,-6,-0.5,-335,-0.5
"US000","2","621511","18","0","2025","A","",16,1165,74820775,0,0,1235,64224,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",2,14.3,82,7.6,3898150,5.5,0,0.0,0,0.0,-25,-2.0,-1288,-2.0
"US000","2","621512","18","0","2025","A","",3,215,9491167,0,0,849,44128,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-66,-23.5,-3331850,-26.0,0,0.0,0,0.0,-29,-3.3,-1546,-3.4
"US000","2","6216","16","0","2025","A","N",7,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",1,16.7,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","62161","17","0","2025","A","N",7,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",1,16.7,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","621610","18","0","2025","A","N",7,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",1,16.7,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","6219","16","0","2025","A","N",5,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",3,150.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","62191","17","0","2025","A","",4,198,11781757,0,0,1143,59429,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,300.0,192,3200.0,11356404,2669.9,0,0.0,0,0.0,-220,-16.1,-11463,-16.2
"US000","2","621910","18","0","2025","A","",4,198,11781757,0,0,1143,59429,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,300.0,192,3200.0,11356404,2669.9,0,0.0,0,0.0,-220,-16.1,-11463,-16.2
"US000","2","62199","17","0","2025","A","N",1,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","621991","18","0","2025","A","N",1,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","622","15","0","2025","A","",1148,457254,44659399926,440186379,881566,1878,97669,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-58,-4.8,12207,2.7,3406001557,8.3,51445904,13.2,107311,13.9,95,5.3,4974,5.4
"US000","2","6221","16","0","2025","A","",148,305760,29745986758,194074168,388865,1871,97286,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-38,-20.4,9279,3.1,2355645160,8.6,16595825,9.4,26178,7.2,94,5.3,4901,5.3
"US000","2","62211","17","0","2025","A","",148,305760,29745986758,194074168,388865,1871,97286,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-38,-20.4,9279,3.1,2355645160,8.6,16595825,9.4,26178,7.2,94,5.3,4901,5.3
"US000","2","622110","18","0","2025","A","",148,305760,29745986758,194074168,388865,1871,97286,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-38,-20.4,9279,3.1,2355645160,8.6,16595825,9.4,26178,7.2,94,5.3,4901,5.3
"US000","2","6222","16","0","2025","A","",976,111779,10036983913,246112211,492701,1727,89793,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-14,-1.4,1752,1.6,716692243,7.7,34850079,16.5,81133,19.7,98,6.0,5084,6.0
"US000","2","62221","17","0","2025","A","",976,111779,10036983913,246112211,492701,1727,89793,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-14,-1.4,1752,1.6,716692243,7.7,34850079,16.5,81133,19.7,98,6.0,5084,6.0
"US000","2","622210","18","0","2025","A","",976,111779,10036983913,246112211,492701,1727,89793,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-14,-1.4,1752,1.6,716692243,7.7,34850079,16.5,81133,19.7,98,6.0,5084,6.0
"US000","2","6223","16","0","2025","A","",24,39715,4876429255,0,0,2361,122785,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-6,-20.0,1177,3.1,333664154,7.3,0,0.0,0,0.0,94,4.1,4908,4.2
"US000","2","62231","17","0","2025","A","",24,39715,4876429255,0,0,2361,122785,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-6,-20.0,1177,3.1,333664154,7.3,0,0.0,0,0.0,94,4.1,4908,4.2
"US000","2","622310","18","0","2025","A","",24,39715,4876429255,0,0,2361,122785,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-6,-20.0,1177,3.1,333664154,7.3,0,0.0,0,0.0,94,4.1,4908,4.2
"US000","2","623","15","0","2025","A","",1765,109911,8507894330,324241848,648626,1489,77407,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-75,-4.1,2488,2.3,498077392,6.2,32423744,11.1,83614,14.8,55,3.8,2844,3.8
"US000","2","6231","16","0","2025","A","",115,17916,1148757067,18109589,36410,1233,64118,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-4.2,604,3.5,90373361,8.5,986515,5.8,10725,41.8,57,4.8,2983,4.9
"US000","2","62311","17","0","2025","A","",115,17916,1148757067,18109589,36410,1233,64118,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-4.2,604,3.5,90373361,8.5,986515,5.8,10725,41.8,57,4.8,2983,4.9
"US000","2","623110","18","0","2025","A","",115,17916,1148757067,18109589,36410,1233,64118,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-4.2,604,3.5,90373361,8.5,986515,5.8,10725,41.8,57,4.8,2983,4.9
"US000","2","6232","16","0","2025","A","",1044,78091,6212612132,279000595,557925,1530,79556,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-100,-8.7,595,0.8,302718236,5.1,29617398,11.9,69222,14.2,63,4.3,3296,4.3
"US000","2","62321","17","0","2025","A","",888,69670,5569962634,231993221,463860,1537,79948,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-105,-10.6,411,0.6,254252893,4.8,23574751,11.3,57092,14.0,61,4.1,3197,4.2
"US000","2","623210","18","0","2025","A","",888,69670,5569962634,231993221,463860,1537,79948,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-105,-10.6,411,0.6,254252893,4.8,23574751,11.3,57092,14.0,61,4.1,3197,4.2
"US000","2","62322","17","0","2025","A","",156,8421,642649498,47007374,94065,1468,76314,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,2.6,184,2.2,48465343,8.2,6042647,14.8,12130,14.8,81,5.8,4180,5.8
"US000","2","623220","18","0","2025","A","",156,8421,642649498,47007374,94065,1468,76314,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,2.6,184,2.2,48465343,8.2,6042647,14.8,12130,14.8,81,5.8,4180,5.8
"US000","2","6233","16","0","2025","A","",282,4417,296777995,0,0,1292,67186,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-3,-1.1,192,4.5,15428613,5.5,0,0.0,0,0.0,11,0.9,588,0.9
"US000","2","62331","17","0","2025","A","",282,4417,296777995,0,0,1292,67186,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-3,-1.1,192,4.5,15428613,5.5,0,0.0,0,0.0,11,0.9,588,0.9
